topic_uz,topic_ru,word_uz,word_ru,topic_en,word_en
Intellektual faoliyat,Интеллектуальная деятельность,Yodlamoq,Запомнить,Intellectual Activity,To memorize
Intellektual faoliyat,Интеллектуальная деятельность,Yordam bermoq,Помогать,Intellectual Activity,To help
Intellektual faoliyat,Интеллектуальная деятельность,Yozmoq,Писать,Intellectual Activity,To write
Kasb. Biznes,Профессия. Бизнес,Artist,Артист,Profession. Business,Artist / Performer
Kasb. Biznes,Профессия. Бизнес,Arzon,Дёшево,Profession. Business,Cheap
Kasb. Biznes,Профессия. Бизнес,Askar,Солдат,Profession. Business,Soldier
Kasb. Biznes,Профессия. Бизнес,Besh so'm,Пять рублей,Profession. Business,Five sums
Kasb. Biznes,Профессия. Бизнес,Bir dona,Одна штука,Profession. Business,One piece
Kasb. Biznes,Профессия. Бизнес,Bir kilogramm,Один килограмм,Profession. Business,One kilogram
Kasb. Biznes,Профессия. Бизнес,Bir ming,Одна тысяча,Profession. Business,One thousand
Kasb. Biznes,Профессия. Бизнес,Bir so'm,Один рубль,Profession. Business,One sum
Kasb. Biznes,Профессия. Бизнес,Biznes,Бизнес,Profession. Business,Business
Kasb. Biznes,Профессия. Бизнес,Brigadir,Бригадир,Profession. Business,Foreman / Brigadier
Kasb. Biznes,Профессия. Бизнес,Buxgalter,Бухгалтер,Profession. Business,Accountant
Kasb. Biznes,Профессия. Бизнес,Chilangar,Слесарь,Profession. Business,Plumber / Locksmith
Kasb. Biznes,Профессия. Бизнес,Chizmachi,Чертёжник,Profession. Business,Draughtsman
Kasb. Biznes,Профессия. Бизнес,Cho'pon,Пастух,Profession. Business,Shepherd
Kasb. Biznes,Профессия. Бизнес,Daraja,Разряд,Profession. Business,Rank / Grade
Kasb. Biznes,Профессия. Бизнес,Dengizchi,Моряк,Profession. Business,Sailor
Kasb. Biznes,Профессия. Бизнес,Duradgor,Плотник,Profession. Business,Carpenter
Kasb. Biznes,Профессия. Бизнес,Duradgor (yog'och),Столяр,Profession. Business,Joiner / Woodworker
Kasb. Biznes,Профессия. Бизнес,Egasi,Хозяин,Profession. Business,Owner
Kasb. Biznes,Профессия. Бизнес,Etikdo'z,Сапожник,Profession. Business,Shoemaker
Kasb. Biznes,Профессия. Бизнес,Fabrika,Фабрика,Profession. Business,Factory
Kasb. Biznes,Профессия. Бизнес,Farrosh,Уборщица,Profession. Business,Janitor / Cleaner
Kasb. Biznes,Профессия. Бизнес,Farrosh (ko'cha),Дворник,Profession. Business,Street sweeper
Kasb. Biznes,Профессия. Бизнес,Farrosh (uy),Уборщица (прислуга),Profession. Business,House cleaner / Maid
Kasb. Biznes,Профессия. Бизнес,Firma,Фирма,Profession. Business,Firm / Company
Kasb. Biznes,Профессия. Бизнес,Foiz,Процент,Profession. Business,Percent
Kasb. Biznes,Профессия. Бизнес,Fotograf,Фотограф,Profession. Business,Photographer
Kasb. Biznes,Профессия. Бизнес,Foyda,Выгода,Profession. Business,Profit
Kasb. Biznes,Профессия. Бизнес,Foyda (daromad),Прибыль,Profession. Business,Profit / Income
Kasb. Biznes,Профессия. Бизнес,General,Генерал,Profession. Business,General
Kasb. Biznes,Профессия. Бизнес,Hamshira,Медсестра,Profession. Business,Nurse
Kasb. Biznes,Профессия. Бизнес,Haydovchi,Шофёр,Profession. Business,Driver
Kasb. Biznes,Профессия. Бизнес,Hisoblash,Считать,Profession. Business,To calculate
Kasb. Biznes,Профессия. Бизнес,Ijara,Аренда,Profession. Business,Rent
Kasb. Biznes,Профессия. Бизнес,Ikki so'm,Два рубля,Profession. Business,Two sums
Kasb. Biznes,Профессия. Бизнес,Imtiyozlar,Льготы,Profession. Business,Benefits / Privileges
Kasb. Biznes,Профессия. Бизнес,Iqtisodiyot,Экономика,Profession. Business,Economy
Kasb. Biznes,Профессия. Бизнес,Ish,Дело,Profession. Business,Work / Business
Kasb. Biznes,Профессия. Бизнес,Ish haqi,Зарплата,Profession. Business,Salary
Kasb. Biznes,Профессия. Бизнес,Ishchi,Рабочий,Profession. Business,Worker
Kasb. Biznes,Профессия. Бизнес,Ishlab chiqarish,Производство,Profession. Business,Production
Kasb. Biznes,Профессия. Бизнес,Ishsiz,Безработный,Profession. Business,Unemployed
Kasb. Biznes,Профессия. Бизнес,Kapitan,Капитан,Profession. Business,Captain
Kasb. Biznes,Профессия. Бизнес,Kasb,Профессия,Profession. Business,Profession
Kasb. Biznes,Профессия. Бизнес,Kredit,Кредит,Profession. Business,Credit / Loan
Kasb. Biznes,Профессия. Бизнес,Marshal,Маршал,Profession. Business,Marshal
Kasb. Biznes,Профессия. Бизнес,Massajist,Массажист,Profession. Business,Masseur
Kasb. Biznes,Профессия. Бизнес,Mulk,Собственность,Profession. Business,Property
Kasb. Biznes,Профессия. Бизнес,Narx,Стоимость,Profession. Business,Price
Kasb. Biznes,Профессия. Бизнес,Navbat (ish),Смена,Profession. Business,Work shift
Kasb. Biznes,Профессия. Бизнес,O'z,Свой,Profession. Business,Own
Kasb. Biznes,Профессия. Бизнес,Ofitser,Офицер,Profession. Business,Officer
Kasb. Biznes,Профессия. Бизнес,Oshpaz,Повар,Profession. Business,Cook / Chef
Kasb. Biznes,Профессия. Бизнес,Pul,Деньги,Profession. Business,Money
Kasb. Biznes,Профессия. Бизнес,Qarz,Долг,Profession. Business,Debt
Kasb. Biznes,Профессия. Бизнес,Qimmat,Дорого,Profession. Business,Expensive
Kasb. Biznes,Профессия. Бизнес,Qorovul,Сторож,Profession. Business,Guard
Kasb. Biznes,Профессия. Бизнес,Rassом,Художник,Profession. Business,Artist / Painter
Kasb. Biznes,Профессия. Бизнес,Rejissyor,Режиссёр,Profession. Business,Director / Film director
Kasb. Biznes,Профессия. Бизнес,Shifokor,Врач,Profession. Business,Doctor
Kasb. Biznes,Профессия. Бизнес,Sog'uvchi,Доярка,Profession. Business,Milkmaid
Kasb. Biznes,Профессия. Бизнес,Sotib olmoq,Купить,Profession. Business,To buy
Kasb. Biznes,Профессия. Бизнес,Sotmoq,Продать,Profession. Business,To sell
Kasb. Biznes,Профессия. Бизнес,Sotuvchi,Продавец,Profession. Business,Seller
Kasb. Biznes,Профессия. Бизнес,Ta'lim,Образование,Profession. Business,Education
Kasb. Biznes,Профессия. Бизнес,Ta'mirchi,Ремонтник,Profession. Business,Repairman
Kasb. Biznes,Профессия. Бизнес,Tajriba,Опыт,Profession. Business,Experience
Kasb. Biznes,Профессия. Бизнес,Tarjimon,Переводчик,Profession. Business,Translator / Interpreter
Kasb. Biznes,Профессия. Бизнес,Tejamkorlik,Экономия,Profession. Business,Economy / Frugality
Kasb. Biznes,Профессия. Бизнес,Temirchi,Кузнец,Profession. Business,Blacksmith
Kasb. Biznes,Профессия. Бизнес,Tikuvchi,Швея,Profession. Business,Seamstress
Kasb. Biznes,Профессия. Бизнес,Tish texnigi,Зубной техник,Profession. Business,Dental technician
Kasb. Biznes,Профессия. Бизнес,Tokar,Токарь,Profession. Business,Lathe operator
Kasb. Biznes,Профессия. Бизнес,Tovar,Товар,Profession. Business,Goods
Kasb. Biznes,Профессия. Бизнес,Uch ming,Три тысячи,Profession. Business,Three thousand
Kasb. Biznes,Профессия. Бизнес,Uch so'm,Три рубля,Profession. Business,Three sums
Kasb. Biznes,Профессия. Бизнес,Usta,Мастер,Profession. Business,Master / Craftsman
Kasb. Biznes,Профессия. Бизнес,Xarajatlar,Расходы,Profession. Business,Expenses
Kasb. Biznes,Профессия. Бизнес,Xodim,Служащий,Profession. Business,Employee
Kasb. Biznes,Профессия. Бизнес,Xususiylashtirish,Приватизация,Profession. Business,Privatization
Kasb. Biznes,Профессия. Бизнес,Yukchi,Грузчик,Profession. Business,Porter / Loader
Kasb. Biznes,Профессия. Бизнес,Zavod,Завод,Profession. Business,Plant / Factory
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Bant,Бант,Clothing. Footwear. Colors,Bow
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Beret,Берет,Clothing. Footwear. Colors,Beret
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Binafsha,Фиолетовый,Clothing. Footwear. Colors,Violet / Purple
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Binafsharang,Фиолетовый,Clothing. Footwear. Colors,Violet color
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Botinka,Ботинки,Clothing. Footwear. Colors,Shoes / Boots
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Dazmollamoq,Гладить,Clothing. Footwear. Colors,To iron
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Etik,Сапоги,Clothing. Footwear. Colors,Boots
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Etik (kalta),Боты,Clothing. Footwear. Colors,Short boots
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Futbolka,Футболка,Clothing. Footwear. Colors,T-shirt
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Futbolka (yengsiz),Майка,Clothing. Footwear. Colors,Sleeveless shirt / Vest
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Galoshlar,Галоши,Clothing. Footwear. Colors,Galoshes
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Galstuk,Галстук,Clothing. Footwear. Colors,Tie / Necktie
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Ichki kiyim,Бельё,Clothing. Footwear. Colors,Underwear
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Ichki shim,Трусы,Clothing. Footwear. Colors,Underpants
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Jigarrang,Коричневый,Clothing. Footwear. Colors,Brown
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Kamar,Пояс,Clothing. Footwear. Colors,Belt / Waist
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Kamar (bel),Ремень,Clothing. Footwear. Colors,Belt
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Katta,Велико,Clothing. Footwear. Colors,Large / Big
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Kepka,Кепка,Clothing. Footwear. Colors,Cap
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Kiyib ko'rish,Примерка,Clothing. Footwear. Colors,Fitting / Try on
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Kiyim,Одежда,Clothing. Footwear. Colors,Clothes / Clothing
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Ko'k,Голубой,Clothing. Footwear. Colors,Blue / Light blue
Kiyim. Poyabzal. Ranglar,Одежда. Обувь. Цвета,Ko'k (to'q),Синий,Clothing. Footwear. Colors,Dark blue
